path,label,role,is_fake,split
data/id_real/mountain_bike/mountain_bike_0137.jpg,7,id,0,train
data/id_real/grand_piano/grand_piano_0270.jpg,5,id,0,train
data/id_real/labrador_retriever/labrador_retriever_0100.jpg,6,id,0,train
data/id_real/mountain_bike/mountain_bike_0048.jpg,7,id,0,train
data/id_real/goldfish/goldfish_0131.jpg,4,id,0,train
data/fake_id/goldfish/goldfish_0025.png,4,id,1,train
data/fake_id/tiger/tiger_0004.png,13,id,1,train
data/id_real/airliner/airliner_0050.jpg,1,id,0,train
data/id_real/grand_piano/grand_piano_0050.jpg,5,id,0,train
data/id_real/goldfish/goldfish_0116.jpg,4,id,0,train
data/id_real/goldfish/goldfish_0200.jpg,4,id,0,train
data/fake_id/bald_eagle/bald_eagle_0014.png,2,id,1,train
data/id_real/labrador_retriever/labrador_retriever_0070.jpg,6,id,0,train
data/id_real/brown_bear/brown_bear_0105.jpg,3,id,0,train
data/id_real/airliner/airliner_0176.jpg,1,id,0,train
data/fake_id/airliner/airliner_0013.png,1,id,1,train
data/id_real/grand_piano/grand_piano_0239.jpg,5,id,0,train
data/id_real/labrador_retriever/labrador_retriever_0049.jpg,6,id,0,train
data/fake_id/airliner/airliner_0001.png,1,id,1,train
data/fake_id/mountain_bike/mountain_bike_0003.png,7,id,1,train
data/id_real/steam_locomotive/steam_locomotive_0038.jpg,11,id,0,train
data/fake_id/tiger/tiger_0009.png,13,id,1,train
data/fake_id/grand_piano/grand_piano_0003.png,5,id,1,train
data/id_real/ostrich/ostrich_0204.jpg,8,id,0,train
data/fake_id/goldfish/goldfish_0029.png,4,id,1,train
data/id_real/grand_piano/grand_piano_0291.jpg,5,id,0,train
data/id_real/bald_eagle/bald_eagle_0167.jpg,2,id,0,train
data/fake_id/labrador_retriever/labrador_retriever_0005.png,6,id,1,train
data/id_real/steam_locomotive/steam_locomotive_0247.jpg,11,id,0,train
data/fake_id/airliner/airliner_0024.png,1,id,1,train
data/id_real/tabby_cat/tabby_cat_0029.jpg,12,id,0,train
data/id_real/tiger/tiger_0267.jpg,13,id,0,train
data/id_real/african_elephant/african_elephant_0176.jpg,0,id,0,train
data/id_real/tiger/tiger_0131.jpg,13,id,0,train
data/id_real/bald_eagle/bald_eagle_0287.jpg,2,id,0,train
data/id_real/bald_eagle/bald_eagle_0036.jpg,2,id,0,train
data/fake_id/sports_car/sports_car_0016.png,10,id,1,train
data/id_real/steam_locomotive/steam_locomotive_0287.jpg,11,id,0,train
data/id_real/labrador_retriever/labrador_retriever_0004.jpg,6,id,0,train
data/id_real/steam_locomotive/steam_locomotive_0209.jpg,11,id,0,train
data/fake_id/bald_eagle/bald_eagle_0013.png,2,id,1,train
data/id_real/airliner/airliner_0276.jpg,1,id,0,train
data/id_real/mountain_bike/mountain_bike_0211.jpg,7,id,0,train
data/id_real/grand_piano/grand_piano_0015.jpg,5,id,0,train
data/id_real/goldfish/goldfish_0268.jpg,4,id,0,train
data/fake_id/tabby_cat/tabby_cat_0020.png,12,id,1,train
data/fake_id/zebra/zebra_0010.png,14,id,1,train
data/id_real/goldfish/goldfish_0195.jpg,4,id,0,train
data/id_real/labrador_retriever/labrador_retriever_0284.jpg,6,id,0,train
data/id_real/tiger/tiger_0088.jpg,13,id,0,train
data/id_real/ostrich/ostrich_0191.jpg,8,id,0,train
data/id_real/sports_car/sports_car_0242.jpg,10,id,0,train
data/id_real/school_bus/school_bus_0161.jpg,9,id,0,train
data/id_real/steam_locomotive/steam_locomotive_0037.jpg,11,id,0,train
data/id_real/goldfish/goldfish_0275.jpg,4,id,0,train
data/fake_id/labrador_retriever/labrador_retriever_0000.png,6,id,1,train
data/id_real/steam_locomotive/steam_locomotive_0245.jpg,11,id,0,train
data/fake_id/tabby_cat/tabby_cat_0007.png,12,id,1,train
data/fake_id/school_bus/school_bus_0021.png,9,id,1,train
data/fake_id/ostrich/ostrich_0026.png,8,id,1,train
data/id_real/brown_bear/brown_bear_0149.jpg,3,id,0,train
data/fake_id/labrador_retriever/labrador_retriever_0018.png,6,id,1,train
data/fake_id/steam_locomotive/steam_locomotive_0000.png,11,id,1,train
data/id_real/school_bus/school_bus_0186.jpg,9,id,0,train
data/id_real/african_elephant/african_elephant_0106.jpg,0,id,0,train
data/id_real/african_elephant/african_elephant_0004.jpg,0,id,0,train
data/fake_id/airliner/airliner_0005.png,1,id,1,train
data/id_real/bald_eagle/bald_eagle_0096.jpg,2,id,0,train
data/id_real/grand_piano/grand_piano_0150.jpg,5,id,0,train
data/fake_id/airliner/airliner_0027.png,1,id,1,train
data/id_real/bald_eagle/bald_eagle_0113.jpg,2,id,0,train
data/id_real/school_bus/school_bus_0083.jpg,9,id,0,train
data/id_real/airliner/airliner_0294.jpg,1,id,0,train
data/fake_id/ostrich/ostrich_0004.png,8,id,1,train
data/id_real/zebra/zebra_0100.jpg,14,id,0,train
data/id_real/bald_eagle/bald_eagle_0014.jpg,2,id,0,train
data/fake_id/sports_car/sports_car_0009.png,10,id,1,train
data/id_real/bald_eagle/bald_eagle_0273.jpg,2,id,0,train
data/id_real/tiger/tiger_0128.jpg,13,id,0,train
data/id_real/zebra/zebra_0022.jpg,14,id,0,train
data/fake_id/sports_car/sports_car_0015.png,10,id,1,train
data/id_real/ostrich/ostrich_0117.jpg,8,id,0,train
data/id_real/ostrich/ostrich_0029.jpg,8,id,0,train
data/id_real/grand_piano/grand_piano_0024.jpg,5,id,0,train
data/id_real/tiger/tiger_0251.jpg,13,id,0,train
data/id_real/airliner/airliner_0094.jpg,1,id,0,train
data/id_real/ostrich/ostrich_0127.jpg,8,id,0,train
data/id_real/ostrich/ostrich_0238.jpg,8,id,0,train
data/id_real/school_bus/school_bus_0060.jpg,9,id,0,train
data/id_real/steam_locomotive/steam_locomotive_0279.jpg,11,id,0,train
data/id_real/steam_locomotive/steam_locomotive_0168.jpg,11,id,0,train
data/id_real/ostrich/ostrich_0040.jpg,8,id,0,train
data/id_real/airliner/airliner_0183.jpg,1,id,0,train
data/id_real/grand_piano/grand_piano_0220.jpg,5,id,0,train
data/id_real/mountain_bike/mountain_bike_0053.jpg,7,id,0,train
data/id_real/school_bus/school_bus_0154.jpg,9,id,0,train
data/id_real/african_elephant/african_elephant_0267.jpg,0,id,0,train
data/fake_id/goldfish/goldfish_0028.png,4,id,1,train
data/id_real/brown_bear/brown_bear_0155.jpg,3,id,0,train
data/id_real/goldfish/goldfish_0180.jpg,4,id,0,train
data/id_real/goldfish/goldfish_0211.jpg,4,id,0,train
data/id_real/ostrich/ostrich_0057.jpg,8,id,0,train
data/id_real/tiger/tiger_0121.jpg,13,id,0,train
data/fake_id/bald_eagle/bald_eagle_0000.png,2,id,1,train
data/fake_id/school_bus/school_bus_0016.png,9,id,1,train
data/id_real/african_elephant/african_elephant_0074.jpg,0,id,0,train
data/id_real/airliner/airliner_0269.jpg,1,id,0,train
data/fake_id/airliner/airliner_0008.png,1,id,1,train
data/id_real/tiger/tiger_0219.jpg,13,id,0,train
data/fake_id/ostrich/ostrich_0026.png,8,id,1,train
data/id_real/bald_eagle/bald_eagle_0255.jpg,2,id,0,train
data/id_real/african_elephant/african_elephant_0135.jpg,0,id,0,train
data/id_real/ostrich/ostrich_0274.jpg,8,id,0,train
data/id_real/airliner/airliner_0120.jpg,1,id,0,train
data/id_real/african_elephant/african_elephant_0248.jpg,0,id,0,train
data/id_real/bald_eagle/bald_eagle_0180.jpg,2,id,0,train
data/id_real/mountain_bike/mountain_bike_0126.jpg,7,id,0,train
data/id_real/airliner/airliner_0244.jpg,1,id,0,train
data/id_real/bald_eagle/bald_eagle_0026.jpg,2,id,0,train
data/id_real/grand_piano/grand_piano_0040.jpg,5,id,0,train
data/id_real/bald_eagle/bald_eagle_0067.jpg,2,id,0,train
data/id_real/african_elephant/african_elephant_0183.jpg,0,id,0,train
data/id_real/bald_eagle/bald_eagle_0062.jpg,2,id,0,train
data/fake_id/steam_locomotive/steam_locomotive_0012.png,11,id,1,train
data/fake_id/goldfish/goldfish_0000.png,4,id,1,train
data/fake_id/goldfish/goldfish_0021.png,4,id,1,train
data/id_real/bald_eagle/bald_eagle_0082.jpg,2,id,0,train
data/fake_id/goldfish/goldfish_0004.png,4,id,1,train
data/id_real/ostrich/ostrich_0186.jpg,8,id,0,train
data/fake_id/ostrich/ostrich_0012.png,8,id,1,train
data/id_real/mountain_bike/mountain_bike_0030.jpg,7,id,0,train
data/id_real/mountain_bike/mountain_bike_0007.jpg,7,id,0,train
data/id_real/mountain_bike/mountain_bike_0213.jpg,7,id,0,train
data/id_real/african_elephant/african_elephant_0053.jpg,0,id,0,train
data/id_real/brown_bear/brown_bear_0212.jpg,3,id,0,train
data/fake_id/ostrich/ostrich_0027.png,8,id,1,train
data/id_real/school_bus/school_bus_0195.jpg,9,id,0,train
data/id_real/ostrich/ostrich_0000.jpg,8,id,0,train
data/id_real/bald_eagle/bald_eagle_0095.jpg,2,id,0,train
data/id_real/mountain_bike/mountain_bike_0295.jpg,7,id,0,train
data/fake_id/african_elephant/african_elephant_0026.png,0,id,1,train
data/id_real/goldfish/goldfish_0233.jpg,4,id,0,train
data/id_real/tiger/tiger_0177.jpg,13,id,0,train
data/id_real/sports_car/sports_car_0219.jpg,10,id,0,train
data/fake_id/ostrich/ostrich_0000.png,8,id,1,train
data/id_real/african_elephant/african_elephant_0109.jpg,0,id,0,train
data/fake_id/steam_locomotive/steam_locomotive_0024.png,11,id,1,train
data/id_real/grand_piano/grand_piano_0259.jpg,5,id,0,train
data/id_real/bald_eagle/bald_eagle_0274.jpg,2,id,0,train
data/id_real/sports_car/sports_car_0123.jpg,10,id,0,train
data/id_real/grand_piano/grand_piano_0176.jpg,5,id,0,train
data/id_real/labrador_retriever/labrador_retriever_0005.jpg,6,id,0,train
data/id_real/sports_car/sports_car_0035.jpg,10,id,0,train
data/id_real/steam_locomotive/steam_locomotive_0230.jpg,11,id,0,train
data/id_real/african_elephant/african_elephant_0223.jpg,0,id,0,train
data/fake_id/airliner/airliner_0027.png,1,id,1,train
data/id_real/grand_piano/grand_piano_0164.jpg,5,id,0,train
data/id_real/school_bus/school_bus_0205.jpg,9,id,0,train
data/fake_id/steam_locomotive/steam_locomotive_0023.png,11,id,1,train
data/id_real/african_elephant/african_elephant_0284.jpg,0,id,0,train
data/fake_id/grand_piano/grand_piano_0016.png,5,id,1,train
data/fake_id/brown_bear/brown_bear_0018.png,3,id,1,train
data/id_real/zebra/zebra_0026.jpg,14,id,0,train
data/id_real/zebra/zebra_0128.jpg,14,id,0,train
data/id_real/bald_eagle/bald_eagle_0076.jpg,2,id,0,train
data/id_real/steam_locomotive/steam_locomotive_0231.jpg,11,id,0,train
data/id_real/tiger/tiger_0004.jpg,13,id,0,train
data/id_real/airliner/airliner_0250.jpg,1,id,0,train
data/id_real/airliner/airliner_0126.jpg,1,id,0,train
data/id_real/bald_eagle/bald_eagle_0112.jpg,2,id,0,train
data/id_real/zebra/zebra_0229.jpg,14,id,0,train
data/id_real/labrador_retriever/labrador_retriever_0240.jpg,6,id,0,train
data/id_real/labrador_retriever/labrador_retriever_0086.jpg,6,id,0,train
data/id_real/zebra/zebra_0167.jpg,14,id,0,train
data/id_real/labrador_retriever/labrador_retriever_0289.jpg,6,id,0,train
data/fake_id/goldfish/goldfish_0016.png,4,id,1,train
data/id_real/labrador_retriever/labrador_retriever_0232.jpg,6,id,0,train
data/id_real/grand_piano/grand_piano_0135.jpg,5,id,0,train
data/id_real/school_bus/school_bus_0051.jpg,9,id,0,train
data/id_real/zebra/zebra_0025.jpg,14,id,0,train
data/id_real/mountain_bike/mountain_bike_0026.jpg,7,id,0,train
data/id_real/mountain_bike/mountain_bike_0024.jpg,7,id,0,train
data/id_real/steam_locomotive/steam_locomotive_0124.jpg,11,id,0,train
data/id_real/tabby_cat/tabby_cat_0212.jpg,12,id,0,train
data/id_real/mountain_bike/mountain_bike_0255.jpg,7,id,0,train
data/id_real/sports_car/sports_car_0073.jpg,10,id,0,train
data/id_real/school_bus/school_bus_0268.jpg,9,id,0,train
data/id_real/tiger/tiger_0185.jpg,13,id,0,train
data/id_real/bald_eagle/bald_eagle_0074.jpg,2,id,0,train
data/fake_id/grand_piano/grand_piano_0026.png,5,id,1,train
data/id_real/steam_locomotive/steam_locomotive_0199.jpg,11,id,0,train
data/id_real/african_elephant/african_elephant_0165.jpg,0,id,0,train
data/id_real/school_bus/school_bus_0054.jpg,9,id,0,train
data/id_real/goldfish/goldfish_0171.jpg,4,id,0,train
data/id_real/labrador_retriever/labrador_retriever_0073.jpg,6,id,0,train
data/fake_id/bald_eagle/bald_eagle_0008.png,2,id,1,train
data/id_real/airliner/airliner_0297.jpg,1,id,0,train
data/id_real/ostrich/ostrich_0140.jpg,8,id,0,train
data/id_real/tiger/tiger_0046.jpg,13,id,0,train
data/id_real/bald_eagle/bald_eagle_0235.jpg,2,id,0,train
data/id_real/bald_eagle/bald_eagle_0236.jpg,2,id,0,train
data/fake_id/labrador_retriever/labrador_retriever_0018.png,6,id,1,train
data/id_real/ostrich/ostrich_0051.jpg,8,id,0,train
data/id_real/labrador_retriever/labrador_retriever_0110.jpg,6,id,0,train
data/id_real/mountain_bike/mountain_bike_0087.jpg,7,id,0,train
data/fake_id/african_elephant/african_elephant_0009.png,0,id,1,train
data/id_real/steam_locomotive/steam_locomotive_0082.jpg,11,id,0,train
data/id_real/airliner/airliner_0063.jpg,1,id,0,train
data/id_real/ostrich/ostrich_0197.jpg,8,id,0,train
data/id_real/sports_car/sports_car_0249.jpg,10,id,0,train
data/id_real/zebra/zebra_0263.jpg,14,id,0,train
data/id_real/zebra/zebra_0256.jpg,14,id,0,train
data/id_real/brown_bear/brown_bear_0279.jpg,3,id,0,train
data/id_real/steam_locomotive/steam_locomotive_0269.jpg,11,id,0,train
data/id_real/goldfish/goldfish_0008.jpg,4,id,0,train
data/fake_id/goldfish/goldfish_0015.png,4,id,1,train
data/id_real/airliner/airliner_0279.jpg,1,id,0,train
data/fake_id/school_bus/school_bus_0002.png,9,id,1,train
data/fake_id/brown_bear/brown_bear_0011.png,3,id,1,train
data/fake_id/steam_locomotive/steam_locomotive_0004.png,11,id,1,train
data/id_real/tiger/tiger_0123.jpg,13,id,0,train
data/id_real/bald_eagle/bald_eagle_0129.jpg,2,id,0,train
data/id_real/brown_bear/brown_bear_0236.jpg,3,id,0,train
data/fake_id/tabby_cat/tabby_cat_0014.png,12,id,1,train
data/id_real/steam_locomotive/steam_locomotive_0142.jpg,11,id,0,train
data/id_real/goldfish/goldfish_0103.jpg,4,id,0,train
data/fake_id/labrador_retriever/labrador_retriever_0003.png,6,id,1,train
data/id_real/goldfish/goldfish_0117.jpg,4,id,0,train
data/fake_id/airliner/airliner_0005.png,1,id,1,train
data/id_real/bald_eagle/bald_eagle_0145.jpg,2,id,0,train
data/fake_id/labrador_retriever/labrador_retriever_0025.png,6,id,1,train
data/id_real/ostrich/ostrich_0083.jpg,8,id,0,train
data/fake_id/brown_bear/brown_bear_0002.png,3,id,1,train
data/id_real/labrador_retriever/labrador_retriever_0172.jpg,6,id,0,train
data/id_real/african_elephant/african_elephant_0175.jpg,0,id,0,train
data/id_real/zebra/zebra_0144.jpg,14,id,0,train
data/id_real/steam_locomotive/steam_locomotive_0202.jpg,11,id,0,train
data/id_real/grand_piano/grand_piano_0036.jpg,5,id,0,train
data/id_real/grand_piano/grand_piano_0115.jpg,5,id,0,train
data/id_real/airliner/airliner_0164.jpg,1,id,0,train
data/id_real/tabby_cat/tabby_cat_0150.jpg,12,id,0,train
data/id_real/mountain_bike/mountain_bike_0222.jpg,7,id,0,train
data/fake_id/school_bus/school_bus_0019.png,9,id,1,train
data/fake_id/african_elephant/african_elephant_0014.png,0,id,1,train
data/id_real/ostrich/ostrich_0072.jpg,8,id,0,train
data/fake_id/school_bus/school_bus_0001.png,9,id,1,train
data/id_real/labrador_retriever/labrador_retriever_0146.jpg,6,id,0,train
data/id_real/sports_car/sports_car_0148.jpg,10,id,0,train
data/id_real/ostrich/ostrich_0077.jpg,8,id,0,train
data/fake_id/mountain_bike/mountain_bike_0021.png,7,id,1,train
data/id_real/labrador_retriever/labrador_retriever_0201.jpg,6,id,0,train
data/id_real/labrador_retriever/labrador_retriever_0275.jpg,6,id,0,train
data/id_real/tiger/tiger_0127.jpg,13,id,0,train
data/id_real/sports_car/sports_car_0089.jpg,10,id,0,train
data/fake_id/steam_locomotive/steam_locomotive_0021.png,11,id,1,train
data/id_real/zebra/zebra_0262.jpg,14,id,0,train
data/fake_id/airliner/airliner_0022.png,1,id,1,train
data/id_real/grand_piano/grand_piano_0226.jpg,5,id,0,train
data/id_real/school_bus/school_bus_0064.jpg,9,id,0,train
data/id_real/african_elephant/african_elephant_0058.jpg,0,id,0,train
data/id_real/brown_bear/brown_bear_0229.jpg,3,id,0,train
data/id_real/grand_piano/grand_piano_0100.jpg,5,id,0,train
data/id_real/zebra/zebra_0031.jpg,14,id,0,train
data/id_real/zebra/zebra_0220.jpg,14,id,0,train
data/id_real/tabby_cat/tabby_cat_0053.jpg,12,id,0,train
data/id_real/sports_car/sports_car_0001.jpg,10,id,0,train
data/id_real/goldfish/goldfish_0154.jpg,4,id,0,train
data/id_real/tabby_cat/tabby_cat_0163.jpg,12,id,0,train
data/id_real/grand_piano/grand_piano_0287.jpg,5,id,0,train
data/id_real/zebra/zebra_0185.jpg,14,id,0,train
data/id_real/grand_piano/grand_piano_0080.jpg,5,id,0,train
data/id_real/sports_car/sports_car_0277.jpg,10,id,0,train
data/fake_id/steam_locomotive/steam_locomotive_0025.png,11,id,1,train
data/id_real/sports_car/sports_car_0260.jpg,10,id,0,train
data/id_real/goldfish/goldfish_0152.jpg,4,id,0,train
data/fake_id/brown_bear/brown_bear_0016.png,3,id,1,train
data/id_real/airliner/airliner_0299.jpg,1,id,0,train
data/id_real/ostrich/ostrich_0131.jpg,8,id,0,train
data/fake_id/grand_piano/grand_piano_0007.png,5,id,1,train
data/fake_id/school_bus/school_bus_0011.png,9,id,1,train
data/id_real/airliner/airliner_0067.jpg,1,id,0,train
data/id_real/sports_car/sports_car_0108.jpg,10,id,0,train
data/fake_id/steam_locomotive/steam_locomotive_0016.png,11,id,1,train
data/id_real/brown_bear/brown_bear_0008.jpg,3,id,0,train
data/id_real/tabby_cat/tabby_cat_0268.jpg,12,id,0,train
data/fake_id/school_bus/school_bus_0023.png,9,id,1,train
data/id_real/ostrich/ostrich_0091.jpg,8,id,0,train
data/fake_id/african_elephant/african_elephant_0023.png,0,id,1,train
data/id_real/mountain_bike/mountain_bike_0281.jpg,7,id,0,train
data/id_real/ostrich/ostrich_0255.jpg,8,id,0,train
data/id_real/zebra/zebra_0106.jpg,14,id,0,train
data/id_real/sports_car/sports_car_0015.jpg,10,id,0,train
data/id_real/african_elephant/african_elephant_0086.jpg,0,id,0,train
data/id_real/airliner/airliner_0201.jpg,1,id,0,train
data/id_real/ostrich/ostrich_0296.jpg,8,id,0,train
data/id_real/school_bus/school_bus_0264.jpg,9,id,0,train
data/id_real/zebra/zebra_0060.jpg,14,id,0,train
data/id_real/grand_piano/grand_piano_0028.jpg,5,id,0,train
data/id_real/mountain_bike/mountain_bike_0113.jpg,7,id,0,train
data/id_real/grand_piano/grand_piano_0122.jpg,5,id,0,train
data/id_real/labrador_retriever/labrador_retriever_0148.jpg,6,id,0,train
data/id_real/african_elephant/african_elephant_0011.jpg,0,id,0,train
data/fake_id/sports_car/sports_car_0029.png,10,id,1,train
data/id_real/goldfish/goldfish_0053.jpg,4,id,0,train
data/id_real/zebra/zebra_0179.jpg,14,id,0,train
data/id_real/school_bus/school_bus_0165.jpg,9,id,0,train
data/id_real/school_bus/school_bus_0103.jpg,9,id,0,train
data/id_real/steam_locomotive/steam_locomotive_0259.jpg,11,id,0,train
data/id_real/grand_piano/grand_piano_0225.jpg,5,id,0,train
data/id_real/airliner/airliner_0079.jpg,1,id,0,train
data/fake_id/sports_car/sports_car_0021.png,10,id,1,train
data/id_real/labrador_retriever/labrador_retriever_0120.jpg,6,id,0,train
data/id_real/tabby_cat/tabby_cat_0032.jpg,12,id,0,train
data/id_real/african_elephant/african_elephant_0048.jpg,0,id,0,train
data/id_real/sports_car/sports_car_0181.jpg,10,id,0,train
data/id_real/sports_car/sports_car_0062.jpg,10,id,0,train
data/fake_id/tabby_cat/tabby_cat_0023.png,12,id,1,train
data/fake_id/tiger/tiger_0028.png,13,id,1,train
data/id_real/brown_bear/brown_bear_0151.jpg,3,id,0,train
data/fake_id/african_elephant/african_elephant_0020.png,0,id,1,train
data/id_real/tabby_cat/tabby_cat_0159.jpg,12,id,0,train
data/id_real/school_bus/school_bus_0223.jpg,9,id,0,train
data/fake_id/steam_locomotive/steam_locomotive_0015.png,11,id,1,train
data/id_real/ostrich/ostrich_0156.jpg,8,id,0,train
data/id_real/african_elephant/african_elephant_0148.jpg,0,id,0,train
data/id_real/goldfish/goldfish_0129.jpg,4,id,0,train
data/fake_id/bald_eagle/bald_eagle_0008.png,2,id,1,train
data/fake_id/sports_car/sports_car_0012.png,10,id,1,train
data/id_real/african_elephant/african_elephant_0295.jpg,0,id,0,train
data/id_real/school_bus/school_bus_0266.jpg,9,id,0,train
data/id_real/african_elephant/african_elephant_0251.jpg,0,id,0,train
data/fake_id/grand_piano/grand_piano_0022.png,5,id,1,train
data/id_real/zebra/zebra_0248.jpg,14,id,0,train
data/fake_id/bald_eagle/bald_eagle_0022.png,2,id,1,train
data/id_real/grand_piano/grand_piano_0046.jpg,5,id,0,train
data/id_real/sports_car/sports_car_0004.jpg,10,id,0,train
data/id_real/ostrich/ostrich_0196.jpg,8,id,0,train
data/id_real/steam_locomotive/steam_locomotive_0132.jpg,11,id,0,train
data/fake_id/tabby_cat/tabby_cat_0012.png,12,id,1,train
data/fake_id/grand_piano/grand_piano_0017.png,5,id,1,train
data/id_real/zebra/zebra_0157.jpg,14,id,0,train
data/fake_id/labrador_retriever/labrador_retriever_0027.png,6,id,1,train
data/id_real/school_bus/school_bus_0233.jpg,9,id,0,train
data/id_real/steam_locomotive/steam_locomotive_0125.jpg,11,id,0,train
data/fake_id/ostrich/ostrich_0002.png,8,id,1,train
data/fake_id/ostrich/ostrich_0006.png,8,id,1,train
data/id_real/steam_locomotive/steam_locomotive_0178.jpg,11,id,0,train
data/id_real/bald_eagle/bald_eagle_0276.jpg,2,id,0,train
data/fake_id/labrador_retriever/labrador_retriever_0001.png,6,id,1,train
data/fake_id/labrador_retriever/labrador_retriever_0007.png,6,id,1,train
data/id_real/sports_car/sports_car_0155.jpg,10,id,0,train
data/id_real/labrador_retriever/labrador_retriever_0131.jpg,6,id,0,train
data/id_real/tiger/tiger_0040.jpg,13,id,0,train
data/id_real/grand_piano/grand_piano_0169.jpg,5,id,0,train
data/fake_id/steam_locomotive/steam_locomotive_0002.png,11,id,1,train
data/id_real/tabby_cat/tabby_cat_0010.jpg,12,id,0,train
data/id_real/sports_car/sports_car_0299.jpg,10,id,0,train
data/fake_id/labrador_retriever/labrador_retriever_0006.png,6,id,1,train
data/fake_id/grand_piano/grand_piano_0025.png,5,id,1,train
data/id_real/zebra/zebra_0061.jpg,14,id,0,train
data/id_real/sports_car/sports_car_0090.jpg,10,id,0,train
data/id_real/tiger/tiger_0243.jpg,13,id,0,train
data/id_real/airliner/airliner_0243.jpg,1,id,0,train
data/fake_id/ostrich/ostrich_0018.png,8,id,1,train
data/id_real/grand_piano/grand_piano_0140.jpg,5,id,0,train
data/id_real/zebra/zebra_0271.jpg,14,id,0,train
data/id_real/sports_car/sports_car_0169.jpg,10,id,0,train
data/id_real/zebra/zebra_0249.jpg,14,id,0,train
data/id_real/bald_eagle/bald_eagle_0281.jpg,2,id,0,train
data/id_real/sports_car/sports_car_0168.jpg,10,id,0,train
data/id_real/african_elephant/african_elephant_0150.jpg,0,id,0,train
data/id_real/zebra/zebra_0234.jpg,14,id,0,train
data/fake_id/goldfish/goldfish_0005.png,4,id,1,train
data/id_real/brown_bear/brown_bear_0170.jpg,3,id,0,train
data/id_real/bald_eagle/bald_eagle_0185.jpg,2,id,0,train
data/fake_id/school_bus/school_bus_0026.png,9,id,1,train
data/id_real/brown_bear/brown_bear_0230.jpg,3,id,0,train
data/id_real/sports_car/sports_car_0132.jpg,10,id,0,train
data/id_real/sports_car/sports_car_0295.jpg,10,id,0,train
data/id_real/bald_eagle/bald_eagle_0153.jpg,2,id,0,train
data/id_real/mountain_bike/mountain_bike_0223.jpg,7,id,0,train
data/id_real/tabby_cat/tabby_cat_0298.jpg,12,id,0,train
data/id_real/airliner/airliner_0245.jpg,1,id,0,train
data/id_real/ostrich/ostrich_0248.jpg,8,id,0,train
data/id_real/ostrich/ostrich_0092.jpg,8,id,0,train
data/fake_id/tabby_cat/tabby_cat_0010.png,12,id,1,train
data/id_real/steam_locomotive/steam_locomotive_0091.jpg,11,id,0,train
data/fake_id/goldfish/goldfish_0028.png,4,id,1,train
data/id_real/brown_bear/brown_bear_0043.jpg,3,id,0,train
data/fake_id/ostrich/ostrich_0011.png,8,id,1,train
data/id_real/steam_locomotive/steam_locomotive_0211.jpg,11,id,0,train
data/id_real/tiger/tiger_0113.jpg,13,id,0,train
data/fake_id/bald_eagle/bald_eagle_0014.png,2,id,1,train
data/id_real/tabby_cat/tabby_cat_0259.jpg,12,id,0,train
data/id_real/mountain_bike/mountain_bike_0148.jpg,7,id,0,train
data/id_real/grand_piano/grand_piano_0134.jpg,5,id,0,train
data/id_real/african_elephant/african_elephant_0245.jpg,0,id,0,train
data/id_real/zebra/zebra_0146.jpg,14,id,0,train
data/id_real/mountain_bike/mountain_bike_0139.jpg,7,id,0,train
data/fake_id/tiger/tiger_0017.png,13,id,1,train
data/fake_id/tiger/tiger_0019.png,13,id,1,train
data/id_real/goldfish/goldfish_0121.jpg,4,id,0,train
